"MotherID","MotherID_unique","BirthSeason","Total_Offspring_Count","TotalSons","SonID","DSB_Score","SSB_Score","TotalMounts","Scan_Count","adjusted_DSB","adjusted_SSB","adjusted_TM"
"ID_5742","ID_5742b",1993,9,5,"ID_5784",0,1,1,78,0,0.5285148,0.5285148
"ID_5777","ID_5777a",2010,6,3,"ID_4930",0,0,0,3,0,0,0
"ID_5827","ID_5827a",2012,3,3,"ID_2764",0,1,1,0,0,0,0
"ID_5838","ID_5838a",2010,5,2,"ID_7325",4,3,7,65,2.206393364,1.654795023,3.861188387
"ID_5846","ID_5846a",2007,10,5,"ID_5131",0,4,4,88,0,2.057102415,2.057102415
"ID_5847","ID_5847a",1999,10,4,"ID_1297",0,6,6,197,0,2.614987282,2.614987282
"ID_5860","ID_5860a",2006,7,5,"ID_9245",0,17,17,113,0,8.280248645,8.280248645
"ID_5891","ID_5891a",2012,3,2,"ID_2449",0,0,0,0,0,0,0
"ID_5894","ID_5894a",2009,9,4,"ID_2882",0,1,1,5,0,1.430676558,1.430676558
"ID_5894","ID_5894b",2009,9,4,"ID_6363",0,1,1,27,0,0.698634425,0.698634425
"ID_5915","ID_5915a",2000,5,2,"ID_1100",9,0,9,76,4.785163206,0,4.785163206
"ID_5923","ID_5923a",1990,9,4,"ID_5220",6,2,8,155,2.73931113,0.91310371,3.65241484
"ID_5938","ID_5938a",2011,1,1,"ID_6362",0,0,0,10,0,0,0
"ID_5954","ID_5954a",2016,3,3,"ID_6577",0,0,0,1,0,0,0
"ID_6002","ID_6002a",2007,6,4,"ID_5320",0,0,0,0,0,0,0
"ID_6002","ID_6002b",2007,6,4,"ID_5918",0,12,12,0,0,0,0
"ID_6002","ID_6002c",2007,6,4,"ID_8218",1,4,5,69,0.543818416,2.175273664,2.719092081
"ID_6049","ID_6049a",1993,15,9,"ID_2463",0,1,1,5,0,1.430676558,1.430676558
"ID_6049","ID_6049b",1993,15,9,"ID_8541",22,22,44,185,9.703720157,9.703720157,19.40744031
"ID_6079","ID_6079a",2001,15,8,"ID_9186",0,1,1,0,0,0,0
"ID_6129","ID_6129a",2006,10,3,"ID_1423",3,10,13,108,1.475344228,4.917814092,6.39315832
"ID_6129","ID_6129b",2006,10,3,"ID_6184",0,0,0,0,0,0,0
"ID_6129","ID_6129c",2006,10,3,"ID_7644",3,8,11,37,1.913019195,5.10138452,7.014403716
"ID_6139","ID_6139a",2008,4,2,"ID_5774",0,2,2,3,0,4.191806549,4.191806549
"ID_6141","ID_6141a",2010,6,3,"ID_9843",0,2,2,14,0,1.745005739,1.745005739
"ID_6180","ID_6180a",2001,14,11,"ID_9344",0,2,2,3,0,4.191806549,4.191806549
"ID_6180","ID_6180b",2001,14,11,"ID_9348",16,9,25,214,6.865733538,3.861975115,10.72770865
"ID_6224","ID_6224a",1993,13,4,"ID_8103",0,0,0,0,0,0,0
"ID_6272","ID_6272a",2011,5,3,"ID_6408",19,4,23,71,10.2632893,2.160692484,12.42398178
"ID_6321","ID_6321a",1999,10,6,"ID_6414",0,1,1,32,0,0.664385619,0.664385619
"ID_6321","ID_6321b",1999,10,6,"ID_7761",1,1,2,10,1,1,2
"ID_6321","ID_6321c",1999,10,6,"ID_8678",0,1,1,0,0,0,0
"ID_6332","ID_6332a",2004,3,2,"ID_8594",0,3,3,77,0,1.590254307,1.590254307
"ID_6344","ID_6344a",2006,7,5,"ID_3800",0,2,7,1,0,NA,NA
"ID_6347","ID_6347a",2005,12,10,"ID_1018",15,16,31,180,6.651080952,7.094486349,13.7455673
"ID_6368","ID_6368a",2002,13,8,"ID_1833",17,5,22,522,6.255357293,1.839810968,8.095168261
"ID_6368","ID_6368b",2002,13,8,"ID_2132",2,5,7,110,0.979723311,2.449308277,3.429031588
"ID_6402","ID_6402a",2009,7,4,"ID_5515",0,2,2,0,0,0,0
"ID_6402","ID_6402b",2009,7,4,"ID_7840",0,5,5,0,0,0,0
"ID_6403","ID_6403a",2011,4,3,"ID_7301",0,0,0,0,0,0,0
"ID_6411","ID_6411a",2005,8,3,"ID_4022",0,0,0,0,0,0,0
"ID_6420","ID_6420a",1989,10,4,"ID_5735",2,1,3,96,1.008943664,0.504471832,1.513415495
"ID_6431","ID_6431a",2004,8,5,"ID_3174",2,3,5,193,0.875060097,1.312590145,2.187650242
"ID_6433","ID_6433a",2009,4,3,"ID_5935",0,95,95,104,0,47.09887,47.09887
"ID_6467","ID_6467a",2004,10,10,"ID_9413",5,4,9,173,2.2340916,1.78727328,4.02136488
"ID_6484","ID_6484a",1996,12,10,"ID_2437",2,3,5,51,1.171254938,1.756882406,2.928137344
"ID_6484","ID_6484b",1996,12,10,"ID_5532",0,23,23,69,0,12.50782357,12.50782357
"ID_6485","ID_6485a",2005,10,5,"ID_1585",0,8,8,58,0,4.536618467,4.536618467
"ID_6485","ID_6485b",2005,10,5,"ID_2980",5,2,7,7,5.916473312,2.366589325,8.283062637
"ID_6485","ID_6485c",2005,10,5,"ID_7004",57,1,58,28,39.38754356,0.691009536,40.0785531
"ID_6496","ID_6496a",2008,8,4,"ID_1982",0,5,5,16,0,4.152410119,4.152410119
"ID_6497","ID_6497a",2005,14,6,"ID_2419",20,9,29,110,9.797233107,4.408754898,14.20598801
"ID_6497","ID_6497b",2005,14,6,"ID_3697",1,3,4,10,1,3,4
"ID_6497","ID_6497c",2005,14,6,"ID_4371",0,3,3,2,0,9.965784285,9.965784285
"ID_6520","ID_6520a",2010,7,5,"ID_2828",0,2,2,2,0,6.64385619,6.64385619
"ID_6520","ID_6520b",2010,7,5,"ID_3568",0,4,4,0,0,0,0
"ID_6520","ID_6520c",2010,7,5,"ID_6789",0,2,2,18,0,1.59327954,1.59327954
"ID_6523","ID_6523a",2012,4,3,"ID_9115",0,2,0,1,0,NA,NA
"ID_6544","ID_6544a",2000,4,3,"ID_6838",0,0,0,14,0,0,0
"ID_6585","ID_6585a",2007,5,2,"ID_3228",39,5,44,123,18.66113432,2.392453118,21.05358744
"ID_6585","ID_6585b",2007,5,2,"ID_8911",0,14,14,87,0,7.218283593,7.218283593
"ID_6636","ID_6636a",2014,3,1,"ID_8809",1,5,6,34,0.652963608,3.264818042,3.917781651
"ID_6641","ID_6641a",2018,1,1,"ID_3579",0,0,0,0,0,0,0
"ID_6674","ID_6674a",2010,7,5,"ID_8279",0,0,0,1,0,0,0
"ID_6674","ID_6674b",2010,7,5,"ID_8324",0,1,1,0,0,0,0
"ID_6682","ID_6682a",1998,9,7,"ID_1347",0,0,0,0,0,0,0
"ID_6743","ID_6743a",2005,8,4,"ID_5205",10,5,15,214,4.291083461,2.14554173,6.436625191
"ID_6804","ID_6804a",2004,8,6,"ID_6637",20,76,96,358,7.831212233,29.75860649,37.58981872
"ID_6804","ID_6804b",2004,8,6,"ID_8954",1,5,6,90,0.511707219,2.558536096,3.070243315
"ID_6805","ID_6805a",1999,4,2,"ID_8254",0,3,3,69,0,1.631455248,1.631455248
"ID_6816","ID_6816a",2005,10,2,"ID_2719",0,1,1,0,0,0,0
"ID_6816","ID_6816b",2005,10,2,"ID_5245",0,6,6,223,0,2.555034525,2.555034525
"ID_6816","ID_6816c",2005,10,2,"ID_9927",0,0,0,0,0,0,0
"ID_6841","ID_6841a",1998,7,5,"ID_2092",12,7,19,227,5.093322708,2.971104913,8.064427622
"ID_6841","ID_6841b",1998,7,5,"ID_2850",54,0,54,193,23.62662261,0,23.62662261
"ID_6864","ID_6864a",2008,9,6,"ID_2918",0,6,6,0,0,0,0
"ID_6864","ID_6864b",2008,9,6,"ID_6883",0,0,0,0,0,0,0
"ID_6864","ID_6864c",2008,9,6,"ID_9661",0,8,8,3,0,16.76722619,16.76722619
"ID_6874","ID_6874a",2011,2,1,"ID_9468",1,2,3,63,0.555759164,1.111518329,1.667277493
"ID_6883","ID_6883a",2012,5,3,"ID_3418",0,0,0,0,0,0,0
"ID_6892","ID_6892a",1993,12,6,"ID_3368",0,0,0,2,0,0,0
"ID_6892","ID_6892b",1993,12,6,"ID_9295",5,7,12,295,2.024437376,2.834212326,4.858649701
"ID_6946","ID_6946a",2010,2,2,"ID_2990",0,0,0,0,0,0,0
"ID_6955","ID_6955a",1999,15,9,"ID_6260",33,2,35,254,13.7223625,0.831658333,14.55402083
"ID_6955","ID_6955b",1999,15,9,"ID_9959",0,3,3,6,0,3.855291627,3.855291627
"ID_6958","ID_6958a",2005,3,1,"ID_1453",0,0,0,0,0,0,0
"ID_6966","ID_6966a",2010,6,1,"ID_2121",2,5,7,54,1.154471949,2.886179872,4.040651821
"ID_7029","ID_7029a",2017,2,2,"ID_2064",0,1,1,0,0,0,0
"ID_7052","ID_7052a",2009,8,2,"ID_8579",0,3,3,132,0,1.414711346,1.414711346
"ID_7052","ID_7052b",2009,8,2,"ID_9148",4,7,11,201,1.73671711,3.039254942,4.775972052
"ID_7085","ID_7085a",2004,8,7,"ID_2013",0,2,2,30,0,1.353984985,1.353984985
"ID_7099","ID_7099a",2006,7,3,"ID_3771",0,0,0,0,0,0,0
"ID_7099","ID_7099b",2006,7,3,"ID_5103",168,0,168,23,123.3726708,0,123.3726708
"ID_7099","ID_7099c",2006,7,3,"ID_8821",0,0,0,1,0,0,0
"ID_7230","ID_7230a",2015,3,3,"ID_4681",0,9,9,19,0,7.038103348,7.038103348
"ID_7251","ID_7251a",2010,4,3,"ID_2552",0,4,4,8,0,4.42923746,4.42923746
"ID_7269","ID_7269a",2007,11,6,"ID_4689",1,24,25,97,0.503329085,12.07989805,12.58322714
"ID_7274","ID_7274a",2002,14,2,"ID_4881",0,0,0,3,0,0,0
"ID_7281","ID_7281a",2012,5,2,"ID_4222",0,0,0,24,0,0,0
"ID_7322","ID_7322a",1989,16,10,"ID_7457",1,0,1,4,1.660964047,0,1.660964047
"ID_7340","ID_7340a",2011,7,2,"ID_2554",1,0,1,27,0.698634425,0,0.698634425
"ID_7399","ID_7399a",1990,12,8,"ID_1715",42,7,49,235,17.71353771,2.952256286,20.665794
"ID_7411","ID_7411a",2012,3,2,"ID_5112",0,0,0,0,0,0,0
"ID_7416","ID_7416a",2011,1,1,"ID_3823",0,2,2,4,0,3.321928095,3.321928095
"ID_7475","ID_7475a",2012,4,3,"ID_1261",0,0,0,37,0,0,0
"ID_7530","ID_7530a",1995,12,5,"ID_3987",1,0,1,2,3.321928095,0,3.321928095
"ID_7533","ID_7533a",2004,10,5,"ID_3361",0,3,3,14,0,2.617508609,2.617508609
"ID_7533","ID_7533b",2004,10,5,"ID_4899",0,2,2,0,0,0,0
"ID_7534","ID_7534a",2007,3,2,"ID_1486",0,0,0,0,0,0,0
"ID_7568","ID_7568a",1996,8,4,"ID_2696",0,2,2,83,0,1.042167074,1.042167074
"ID_7603","ID_7603a",2014,4,2,"ID_9063",0,0,0,14,0,0,0
"ID_7626","ID_7626a",2007,8,3,"ID_4744",3,4,7,68,1.637099814,2.182799752,3.819899566
"ID_7626","ID_7626b",2007,8,3,"ID_9836",0,0,0,0,0,0,0
"ID_7671","ID_7671a",2010,1,1,"ID_8268",0,6,6,63,0,3.334554986,3.334554986
"ID_7673","ID_7673a",1999,13,5,"ID_2686",6,6,12,254,2.494974999,2.494974999,4.989949998
"ID_7673","ID_7673b",1999,13,5,"ID_8126",3,10,13,183,1.325995516,4.419985053,5.745980569
"ID_7697","ID_7697a",1998,12,8,"ID_1794",9,6,15,118,4.343876711,2.895917808,7.239794519
"ID_7697","ID_7697b",1998,12,8,"ID_2377",16,3,19,74,8.559666429,1.604937455,10.16460388
"ID_7748","ID_7748a",2013,5,4,"ID_5449",0,2,2,0,0,0,0
"ID_7773","ID_7773a",2015,1,1,"ID_2282",0,0,0,0,0,0,0
"ID_7826","ID_7826a",1990,13,8,"ID_7527",2,6,8,81,1.047951637,3.143854911,4.191806549
"ID_7842","ID_7842a",2015,3,1,"ID_1034",0,0,0,0,0,0,0
"ID_7842","ID_7842b",2015,3,1,"ID_2265",0,0,0,0,0,0,0
"ID_7890","ID_7890a",2015,2,1,"ID_8470",0,0,0,2,0,0,0
"ID_7967","ID_7967a",1996,13,7,"ID_7781",5,7,12,183,2.209992527,3.093989537,5.303982064
"ID_7967","ID_7967b",1996,13,7,"ID_8131",0,23,23,64,0,12.7340577,12.7340577
"ID_7980","ID_7980a",2000,6,4,"ID_1292",0,3,3,19,0,2.346034449,2.346034449
"ID_8012","ID_8012a",2004,12,7,"ID_6239",5,6,11,27,3.493172124,4.191806549,7.684978672
"ID_8012","ID_8012b",2004,12,7,"ID_7081",3,3,6,91,1.531361212,1.531361212,3.062722423
"ID_8012","ID_8012c",2004,12,7,"ID_8416",3,74,77,82,1.567550573,38.66624746,40.23379803
"ID_8065","ID_8065a",2006,10,4,"ID_6269",0,1,1,0,0,0,0
"ID_8067","ID_8067a",2009,2,2,"ID_8157",5,7,12,48,2.973993196,4.163590474,7.137583669
"ID_8077","ID_8077a",2005,9,3,"ID_3435",0,3,3,2,0,9.965784285,9.965784285
"ID_8077","ID_8077b",2005,9,4,"ID_6886",0,1,1,1,0,NA,NA
"ID_8084","ID_8084a",2003,3,1,"ID_6527",0,2,2,73,0,1.073351292,1.073351292
"ID_8104","ID_8104a",2014,4,3,"ID_2539",0,1,1,0,0,0,0
"ID_8109","ID_8109a",2004,8,2,"ID_7402",0,1,1,0,0,0,0
"ID_8111","ID_8111a",2002,3,2,"ID_8490",6,2,8,131,2.83383618,0.94461206,3.77844824
"ID_8111","ID_8111b",2002,3,2,"ID_9448",8,5,13,121,3.841010271,2.400631419,6.241641691
"ID_8161","ID_8161a",1992,10,7,"ID_6354",149,39,188,194,65.12802139,17.04693177,82.17495316
"ID_8194","ID_8194a",2013,3,2,"ID_7410",0,0,0,0,0,0,0
"ID_8230","ID_8230a",1995,12,7,"ID_3539",0,0,0,0,0,0,0
"ID_8288","ID_8288a",1989,12,9,"ID_2456",0,1,1,0,0,0,0
"ID_8325","ID_8325a",2007,9,6,"ID_4163",0,3,3,0,0,0,0
"ID_8325","ID_8325b",2007,9,6,"ID_9016",0,7,7,80,0,3.67822859,3.67822859
"ID_8341","ID_8341a",2007,4,3,"ID_4768",2,4,6,89,1.025961964,2.051923928,3.077885892
"ID_8341","ID_8341b",2007,4,3,"ID_8060",0,15,15,4,0,24.91446071,24.91446071
"ID_8379","ID_8379a",2005,10,3,"ID_7576",0,0,0,2,0,0,0
"ID_8443","ID_8443a",1992,14,7,"ID_3830",102,3,105,331,40.47895343,1.190557454,41.66951088
"ID_8521","ID_8521a",1998,13,10,"ID_2535",1,4,5,4,1.660964047,6.64385619,8.304820237
"ID_8525","ID_8525a",1999,5,4,"ID_6814",0,0,0,1,0,0,0
"ID_8537","ID_8537a",2004,8,4,"ID_2457",1,4,5,96,0.504471832,2.017887327,2.522359159
"ID_8537","ID_8537b",2004,8,4,"ID_4162",0,1,1,0,0,0,0
"ID_8560","ID_8560a",2004,9,4,"ID_2399",3,1,4,10,3,1,4
"ID_8560","ID_8560b",2004,9,4,"ID_6447",20,17,37,156,9.119408909,7.751497572,16.87090648
"ID_8590","ID_8590a",2007,2,1,"ID_2757",0,5,5,75,0,2.666579539,2.666579539
"ID_8593","ID_8593a",2010,10,6,"ID_9262",0,0,0,0,0,0,0
"ID_8682","ID_8682a",2010,8,5,"ID_1072",0,6,6,65,0,3.309590046,3.309590046
"ID_8682","ID_8682b",2010,8,5,"ID_8924",0,0,0,0,0,0,0
"ID_8699","ID_8699a",2011,6,4,"ID_3116",0,0,0,0,0,0,0
"ID_8699","ID_8699b",2011,6,4,"ID_4572",0,21,21,43,0,12.8560793,12.8560793
"ID_8699","ID_8699c",2011,6,4,"ID_5537",82,39,121,209,35.34259908,16.80928493,52.15188401
"ID_8726","ID_8726a",2005,12,5,"ID_9611",0,1,1,0,0,0,0
"ID_8754","ID_8754a",1997,2,1,"ID_5158",1,2,3,182,0.4424639,0.884927799,1.327391699
"ID_8788","ID_8788a",2005,11,5,"ID_9737",17,9,26,179,7.54598714,3.994934368,11.54092151
"ID_8795","ID_8795a",2014,3,2,"ID_5152",0,0,0,0,0,0,0
"ID_8815","ID_8815a",1998,13,8,"ID_8269",1,1,2,92,0.509219981,0.509219981,1.018439962
"ID_8815","ID_8815b",1998,13,8,"ID_8777",0,0,0,0,0,0,0
"ID_8859","ID_8859a",2012,5,2,"ID_6537",0,0,0,0,0,0,0
"ID_9057","ID_9057a",1989,9,5,"ID_9603",5,3,8,121,2.400631419,1.440378852,3.841010271
"ID_9066","ID_9066a",1994,12,5,"ID_9415",4,11,15,175,1.783295652,4.904063044,6.687358696
"ID_9066","ID_9066b",1994,12,5,"ID_9979",13,9,22,179,5.770460754,3.994934368,9.765395122
"ID_9080","ID_9080a",2015,2,1,"ID_8892",1,6,7,0,0,0,0
"ID_9083","ID_9083a",1997,2,1,"ID_9096",0,0,0,0,0,0,0
"ID_9125","ID_9125a",1993,3,2,"ID_3842",2,1,3,82,1.045033715,0.522516858,1.567550573
"ID_9172","ID_9172a",1989,8,7,"ID_5132",0,1,1,113,0,0.48707345,0.48707345
"ID_9178","ID_9178a",2008,11,6,"ID_3753",38,4,42,202,16.48338752,1.735093424,18.21848095
"ID_9178","ID_9178b",2008,11,6,"ID_4692",40,5,45,255,16.62137218,2.077671522,18.6990437
"ID_9178","ID_9178c",2008,11,6,"ID_6768",8,11,19,108,3.934251274,5.409595501,9.343846775
"ID_9185","ID_9185a",1996,17,5,"ID_4054",0,0,0,1,NA,NA,0
"ID_9199","ID_9199a",2005,5,3,"ID_8575",3,8,11,170,1.345020714,3.586721903,4.931742617
"ID_9224","ID_9224a",2001,12,3,"ID_2371",74,5,79,247,30.92744357,2.089692133,33.0171357
"ID_9224","ID_9224b",2001,12,3,"ID_3955",27,9,36,324,10.7546369,3.584878966,14.33951586
"ID_9230","ID_9230a",1998,7,3,"ID_3381",15,1,16,273,6.157224362,0.410481624,6.567705986
"ID_9286","ID_9286a",1989,9,5,"ID_1745",0,1,1,125,0,0.476892186,0.476892186
"ID_9323","ID_9323a",2005,6,3,"ID_8413",4,10,14,17,3.250846037,8.127115093,11.37796113
"ID_9329","ID_9329a",1997,9,5,"ID_2199",1,21,22,157,0.455394216,9.56327853,10.01867275
"ID_9354","ID_9354a",2008,2,1,"ID_5578",45,9,54,213,19.32674549,3.865349098,23.19209459
"ID_9416","ID_9416a",2005,10,7,"ID_7496",0,5,5,47,0,2.99025561,2.99025561
"ID_9416","ID_9416b",2005,10,7,"ID_9842",0,1,1,0,0,0,0
"ID_9428","ID_9428a",2007,7,4,"ID_1352",4,6,10,109,1.963261008,2.944891512,4.90815252
"ID_9471","ID_9471a",2004,9,7,"ID_2877",19,6,25,2,63.1166338,19.93156857,83.04820237
"ID_9471","ID_9471b",2004,9,7,"ID_3583",0,2,0,1,0,NA,NA
"ID_9490","ID_9490a",2013,2,2,"ID_3033",2,5,7,21,1.512608391,3.781520978,5.294129369
"ID_9537","ID_9537a",1996,5,2,"ID_4470",10,1,11,240,4.201307777,0.420130778,4.621438554
"ID_9567","ID_9567a",2008,5,3,"ID_4206",0,1,5,1,0,NA,NA
"ID_9617","ID_9617a",1991,13,5,"ID_6638",97,12,109,298,39.20433367,4.850020661,44.05435434
"ID_9658","ID_9658a",1995,6,3,"ID_1215",9,3,12,228,3.816899356,1.272299785,5.089199142
"ID_9664","ID_9664a",2006,9,8,"ID_2843",10,5,15,192,4.379623623,2.189811812,6.569435435
"ID_9664","ID_9664b",2006,9,8,"ID_6468",10,1,11,58,5.670773083,0.567077308,6.237850391
"ID_9664","ID_9664c",2006,9,8,"ID_9380",0,0,0,7,0,0,0
"ID_9798","ID_9798a",1998,13,6,"ID_2746",0,9,9,65,0,4.964385069,4.964385069
"ID_9806","ID_9806a",2004,3,1,"ID_7736",0,0,0,12,0,0,0
"ID_9825","ID_9825a",2010,5,3,"ID_5390",0,4,4,0,0,0,0
"ID_9825","ID_9825b",2010,5,3,"ID_5786",0,0,0,0,0,0,0
"ID_9911","ID_9911a",2010,8,6,"ID_5345",0,1,1,63,0,0.555759164,0.555759164
"ID_9911","ID_9911b",2010,8,6,"ID_8059",2,3,5,24,1.44905355,2.173580325,3.622633876
"ID_9911","ID_9911c",2010,8,6,"ID_8449",15,4,19,241,6.297184164,1.679249111,7.976433275
"ID_9976","ID_9976a",2005,11,6,"ID_1311",12,7,19,131,5.66767236,3.30614221,8.973814569
