Date_ymd,Time_Absolute_hms,Time_Relative_hms,Time_Relative_s,Time_Lag_s,Duration_s,Observation_Name,Log_File_Name,Actor,Behavior,Receiver,Event_Type,Observer_ID,Coding_Scheme,Group
19/02/2025,13:33:40,00:05:11,311.369,0.482,60.052,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""OUT OF SIGHT""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:34:40,00:06:11,371.421,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""OUT OF SIGHT""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:34:40,00:06:11,371.421,1.082,47.008,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:35:27,00:06:58,418.429,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:35:27,00:06:58,418.429,1.131,3.244,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:35:31,00:07:01,421.673,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:35:31,00:07:01,421.673,1.065,121.875,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""OUT OF SIGHT""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:37:33,00:09:03,543.548,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""OUT OF SIGHT""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:37:33,00:09:03,543.548,1.73,22.279,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:37:55,00:09:25,565.827,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:37:55,00:09:25,565.827,1.88,138.887,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (receive)""",ID_8145,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:40:14,00:11:44,704.715,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (receive)""",ID_8145,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:40:14,00:11:44,704.715,1.131,12.68,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:40:26,00:11:57,717.395,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:40:26,00:11:57,717.395,1.614,74.341,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (receive)""",ID_8145,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:41:41,00:13:11,791.736,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (receive)""",ID_8145,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:41:41,00:13:11,791.736,1.813,95.673,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (give)""",ID_6896,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:43:16,00:14:47,887.409,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (give)""",ID_6896,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:43:16,00:14:47,887.409,0.566,45.223,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:44:02,00:15:32,932.632,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:44:02,00:15:32,932.632,6.174,57.761,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (receive)""",ID_6896,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:44:59,00:16:30,990.393,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (receive)""",ID_6896,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:44:59,00:16:30,990.393,30.732,120.838,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:47:00,00:18:31,1111.231,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:47:00,00:18:31,1111.231,3.777,33.844,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (give)""",ID_5171,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:47:34,00:19:05,1145.075,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (give)""",ID_5171,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:47:34,00:19:05,1145.075,2.445,31.465,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:48:06,00:19:36,1176.54,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:48:06,00:19:36,1176.54,0.865,5.241,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:48:11,00:19:41,1181.781,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:48:11,00:19:41,1181.781,4.975,6.656,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:48:17,00:19:48,1188.437,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:48:17,00:19:48,1188.437,0.533,24.383,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:48:42,00:20:12,1212.82,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:48:42,00:20:12,1212.82,1.331,19.39,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:49:01,00:20:32,1232.21,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:49:01,00:20:32,1232.21,0.582,29.555,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:49:31,00:21:01,1261.765,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:49:31,00:21:01,1261.765,2.562,16.873,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:49:48,00:21:18,1278.638,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:49:48,00:21:18,1278.638,0.599,2.945,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:49:51,00:21:21,1281.584,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:49:51,00:21:21,1281.584,1.464,6.573,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:49:57,00:21:28,1288.156,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:49:57,00:21:28,1288.156,1.148,39.635,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""OUT OF SIGHT""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:50:37,00:22:07,1327.792,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""OUT OF SIGHT""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:50:37,00:22:07,1327.792,3.294,17.787,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (give)""",ID_5171,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:50:55,00:22:25,1345.579,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (give)""",ID_5171,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:50:55,00:22:25,1345.579,1.781,7.773,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:51:02,00:22:33,1353.353,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:51:02,00:22:33,1353.353,1.331,11.4,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:51:14,00:22:44,1364.752,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:51:14,00:22:44,1364.752,1.647,3.212,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Approaching """,ID_5171,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:51:17,00:22:47,1367.965,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Approaching """,ID_5171,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:51:17,00:22:47,1367.965,1.331,5.475,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Initiating contact""",ID_5171,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:51:22,00:22:53,1373.44,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Initiating contact""",ID_5171,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:51:22,00:22:53,1373.44,1.93,53.84,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (receive)""",ID_5171,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:52:16,00:23:47,1427.28,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (receive)""",ID_5171,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:52:16,00:23:47,1427.28,0.598,5.442,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:52:22,00:23:52,1432.721,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:52:22,00:23:52,1432.721,1.88,102.05,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (receive)""",ID_5171,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:54:04,00:25:34,1534.771,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (receive)""",ID_5171,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:54:04,00:25:34,1534.771,0.915,31.474,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""OUT OF SIGHT""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:54:35,00:26:06,1566.245,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""OUT OF SIGHT""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:54:35,00:26:06,1566.245,0.865,9.704,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:54:45,00:26:15,1575.948,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:54:45,00:26:15,1575.948,1.83,10.535,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:54:56,00:26:26,1586.483,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:54:56,00:26:26,1586.483,0.515,10.935,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:55:06,00:26:37,1597.417,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Resting""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:55:06,00:26:37,1597.417,1.846,16.557,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (give)""",ID_1015,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:55:23,00:26:53,1613.974,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Groom (give)""",ID_1015,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:55:23,00:26:53,1613.974,0.548,32.183,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:55:55,00:27:26,1646.157,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:55:55,00:27:26,1646.157,1.797,25.392,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:56:21,00:27:51,1671.549,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:56:21,00:27:51,1671.549,0.532,11.997,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:56:33,00:28:03,1683.546,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:56:33,00:28:03,1683.546,1.68,20.535,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:56:53,00:28:24,1704.081,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Stationary alone""",ID_6467,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:56:53,00:28:24,1704.081,0.748,11.867,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:57:05,00:28:35,1715.948,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:57:05,00:28:35,1715.948,1.78,6.624,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Teeth chatter""",ID_8788,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:57:12,00:28:42,1722.572,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Teeth chatter""",ID_8788,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:57:12,00:28:42,1722.572,13.298,46.235,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Sit together """,ID_8788,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:57:58,00:29:28,1768.807,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Sit together """,ID_8788,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:57:58,00:29:28,1768.807,0.416,14.015,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:58:12,00:29:42,1782.822,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
19/02/2025,13:58:12,00:29:42,1782.822,0.548,17.178,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""OUT OF SIGHT""",NA,State start,1590,Female Rhesus Macaques,F
19/02/2025,13:58:29,00:30:00,1800,0,0,"""FocalAnimal_98T""","""Focal Animal_98T - Female Rhesus Macaques - 20250219_132829.csv""",ID_6467,"""OUT OF SIGHT""",NA,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:01:23,00:00:00,0,0.848,40.026,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Stationary alone""",NA,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:02:03,00:00:40,40.026,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Stationary alone""",NA,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:02:03,00:00:40,40.026,0.499,21.868,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:02:25,00:01:01,61.894,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:02:25,00:01:01,61.894,12.798,47.913,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Sit together """,ID_5171,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:03:13,00:01:49,109.807,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Sit together """,ID_5171,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:03:13,00:01:49,109.807,0.532,23.631,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Growling""",NA,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:03:37,00:02:13,133.438,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Growling""",NA,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:03:37,00:02:13,133.438,2.13,109.897,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Sit together """,ID_5171,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:05:27,00:04:03,243.335,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Sit together """,ID_5171,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:05:27,00:04:03,243.335,0.782,12.615,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Soft grunt""",NA,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:05:39,00:04:15,255.95,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Soft grunt""",NA,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:05:39,00:04:15,255.95,0.765,16.01,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:05:55,00:04:31,271.96,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:05:55,00:04:31,271.96,4.793,46.567,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Sit together """,ID_5171,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:06:42,00:05:18,318.527,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Sit together """,ID_5171,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:06:42,00:05:18,318.527,0.515,13.648,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Soft grunt""",NA,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:06:55,00:05:32,332.175,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Soft grunt""",NA,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:06:55,00:05:32,332.175,2.562,52.19,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Sit together """,ID_8145,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:07:48,00:06:24,384.365,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Sit together """,ID_8145,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:07:48,00:06:24,384.365,0.4,5.143,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Locomotion""",NA,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:07:53,00:06:29,389.508,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Locomotion""",NA,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:07:53,00:06:29,389.508,3.727,6.957,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Low aggression (receive)""",ID_8145,State start,1590,Female Rhesus Macaques,F
20/02/2025,08:08:00,00:06:36,396.465,0,0,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Low aggression (receive)""",ID_8145,State stop,1590,Female Rhesus Macaques,F
20/02/2025,08:08:00,00:06:36,396.465,6.939,9.02,"""FocalAnimal_2L8""","""Focal Animal_2L8 - Female Rhesus Macaques - 20250220_080123.csv""",ID_7340,"""Make room""",ID_8145,State start,1590,Female Rhesus Macaques,F
