ID,DSB_Score,SSB_Score,Scan_Count,adjusted_DSB,adjusted_SSB,OffspringCount,BirthSeason,DS,normDS
ID_9755,2,1,140,0.931910849,0.465955425,10,2002,-70.82619048,166.2879455
ID_9804,22,1,143,10.20722505,0.463964775,8,2009,27.65238095,166.5827916
ID_3997,6,1,148,2.764643525,0.460773921,7,2009,5.873015873,166.5175839
ID_4025,6,10,148,2.764643525,4.607739209,3,2012,-79.61904762,166.2616196
ID_2416,1,6,153,0.457730545,2.746383272,26,2003,56.51190476,166.6691973
ID_5220,6,2,155,2.73931113,0.91310371,11,2004,-112.6894841,166.1626063
ID_6447,20,17,156,9.119408909,7.751497572,5,2010,75.28392857,166.725401
ID_4847,1,1,157,0.455394216,0.455394216,3,2009,46.51051587,166.639253
ID_2199,1,21,157,0.455394216,9.56327853,8,2008,-54.48035714,166.3368852
ID_2985,9,6,158,4.093407768,2.728938512,5,2009,-8.068055556,166.4758441
ID_6720,2,10,161,0.906279024,4.531395118,18,2007,14.4047619,166.543128
ID_5655,28,2,162,12.67246424,0.905176017,3,2005,98.73333333,166.7956088
ID_5461,4,7,162,1.810352034,3.168116059,9,2011,-59.43888889,166.3220393
ID_7222,0,12,164,0,5.417989178,9,2011,13.89027778,166.5415877
ID_9977,11,2,166,4.954713718,0.90085704,10,1998,64.13809524,166.6920302
ID_8575,3,8,170,1.345020714,3.586721903,0,2015,9.195238095,166.5275307
ID_2368,19,3,172,8.499109026,1.341964583,20,2011,345.5839286,167.5346824
ID_9413,5,4,173,2.2340916,1.78727328,0,2014,-9,166.4730539
ID_9415,4,11,175,1.783295652,4.904063044,1,2009,-34.39642857,166.3970167
ID_1635,93,3,177,41.37059875,1.334535443,0,2019,46.96309524,166.6406081
ID_4817,0,9,178,0,3.999253469,0,2011,-10.67916667,166.4680264
ID_9737,17,9,179,7.54598714,3.994934368,0,2012,135.0345238,166.904295
ID_9979,13,9,179,5.770460754,3.994934368,4,2012,62.19404762,166.6862097
ID_9068,26,8,180,11.52854032,3.547243174,12,2014,240.5319444,167.2201555
ID_1018,15,16,180,6.651080952,7.094486349,1,2012,21.30833333,166.5637974
ID_5158,1,2,182,0.4424639,0.884927799,4,2007,-91.08472222,166.2272913
ID_7781,5,7,183,2.209992527,3.093989537,7,2004,108.9736111,166.8262683
ID_8126,3,10,183,1.325995516,4.419985053,1,2010,-95.64305556,166.2136435
ID_8786,16,0,184,7.064585874,0,9,2013,326.2527778,167.4768047
ID_8541,22,22,185,9.703720157,9.703720157,5,2010,47.26785714,166.6415205
ID_9049,40,3,186,17.62492701,1.321869526,0,2010,91.41904762,166.7737097
ID_2843,10,5,192,4.379623623,2.189811812,10,2011,137.8011905,166.9125784
ID_2850,54,0,193,23.62662261,0,10,2006,87.72678571,166.762655
ID_3174,2,3,193,0.875060097,1.312590145,2,2012,-49.3952381,166.3521101
ID_6354,149,39,194,65.12802139,17.04693177,37,2002,199.7452381,167.0980396
ID_8871,16,6,197,6.973299418,2.614987282,10,2012,213.0730159,167.1379432
ID_3948,19,0,197,8.280793059,0,8,2011,146.1980159,166.9377186
ID_1297,0,6,197,0,2.614987282,25,2006,-126.6583333,166.1207834
ID_4180,5,2,200,2.172939948,0.869175979,28,2000,182.5053571,167.0464232
ID_9596,39,8,201,16.93299182,3.473434219,5,2003,83.12440476,166.7488755
ID_9148,4,7,201,1.73671711,3.039254942,0,2017,-20.4797619,166.4386833
ID_3753,38,4,202,16.48338752,1.735093424,0,2021,-65.97460317,166.3024712
ID_7160,1,4,203,0.433370192,1.733480766,16,2012,-79.14583333,166.2630364
ID_5537,82,39,209,35.34259908,16.80928493,30,2015,230.3327381,167.189619
ID_7710,1,9,209,0.431007306,3.879065753,0,2007,137.8005952,166.9125766
ID_5578,45,9,213,19.32674549,3.865349098,1,2013,131.0375,166.8923278
ID_5205,10,5,214,4.291083461,2.14554173,11,2009,109.1867063,166.8269063
ID_9348,16,9,214,6.865733538,3.861975115,3,2014,71.52718254,166.7141532
ID_9598,1,7,217,0.42799796,2.995985721,10,2007,176.3480159,167.0279881
ID_6211,19,2,218,8.125017528,0.855265003,3,2012,-45.89444444,166.3625915
ID_7625,4,31,222,1.704773341,13.21199339,2,2012,-136.0375,166.0927021
ID_5245,0,6,223,0,2.555034525,3,2010,0.471428571,166.5014115
ID_2273,6,34,225,2.550822461,14.45466061,16,2007,10.19880952,166.5305354
ID_8870,12,5,226,5.097471213,2.123946339,10,2007,69.10833333,166.7069112
ID_2092,12,7,227,5.093322708,2.971104913,15,2008,342.1833333,167.524501
ID_1215,9,3,228,3.816899356,1.272299785,13,2011,-11.28373016,166.4662164
ID_1715,42,7,235,17.71353771,2.952256286,21,2004,40.51468254,166.6213014
ID_4470,10,1,240,4.201307777,0.420130778,8,2006,-3.153571429,166.4905582
ID_8449,15,4,241,6.297184164,1.679249111,0,2014,-97.60714286,166.207763
ID_3405,0,16,246,0,6.691942392,7,2005,64.26170635,166.6924003
ID_3976,0,27,246,0,11.29265279,0,2012,-117.047619,166.149558
ID_2371,74,5,247,30.92744357,2.089692133,33,2010,301.1527778,167.401655
ID_6260,33,2,254,13.7223625,0.831658333,7,2003,252.025,167.2545659
ID_2686,6,6,254,2.494974999,2.494974999,1,2013,-117.8785714,166.1470701
ID_4692,40,5,255,16.62137218,2.077671522,38,2012,236.6361111,167.2084914
ID_1296,55,22,267,22.66628673,9.066514691,2,2011,401.0833333,167.7008483
ID_3381,15,1,273,6.157224362,0.410481624,9,2007,106.775,166.8196856
ID_2035,5,7,279,2.044484546,2.862278365,9,2011,51.40119048,166.6538958
ID_9295,5,7,295,2.024437376,2.834212326,30,2000,53.1702381,166.6591923
ID_6638,97,12,298,39.20433367,4.850020661,6,2009,88.88392857,166.7661195
ID_9379,6,4,323,2.391197979,1.594131986,13,2008,-197.146627,165.9097406
ID_3955,27,9,324,10.7546369,3.5848789659999998,21,2015,81.86964286,166.7451187
ID_8595,14,13,327,5.567601564,5.169915738,42,2005,131.7444444,166.8944444
ID_3830,102,3,331,40.47895343,1.190557454,12,2001,421.0535714,167.7606394
ID_6637,20,76,358,7.831212233,29.75860649,1,2012,71.16190476,166.7130596
ID_4218,32,15,409,12.25244646,5.743334278,21,2009,192.1410714,167.0752727
ID_9593,19,4,481,7.083882288,1.49134364,6,2012,-74.07083333,166.278231
ID_1833,17,5,522,6.255357293,1.839810968,4,2009,30.53134921,166.5914112
ID_5935,0,95,104,0,47.09887,0,2016,N/A,N/A
ID_8959,5,2,145,2.31335,0.92534,0,2015,N/A,N/A
ID_8956,1,0,82,0.522517,0,0,2018,N/A,N/A
